publication_id,Lien Google Scholar,Editors,Book,Publisher,chercheur,chercheur_id,Titre_publication,Auteurs,Lien,Journal,Conference,date_publication,Volumes,nombre_pages,Type
versi2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:08ZZubdj9fEC,,,,GHOMARI Abdessamed Réda,18,"Vers un partenariat durable Ecoles d'ingénieurs-Entreprises.  Rôle de l'instrument «Stages Conventionnés en Entreprise"", Cas: ESI",Abdessamed Réda Ghomari,,"9èmes Journée Scientifiques et Techniques, Sonatrach, Oran, Algerie",,2013,,,journal
acsgy2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:k_IJM867U9cC,,,,GHOMARI Abdessamed Réda,18,A Competency Location System Based Ontology,Leila Zemmouchi-Ghomari and Abdessamed Réda Ghomari and Keltoum Benlahareche,,,"COSI'2014, Bejaia, Algeria",2014,,,conference
caces2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:4OULZ7Gr8RgC,,,,GHOMARI Abdessamed Réda,18,Cartographie des situations de collaboration dans les processus métiers: Application au processus «Gestion des stages,SID Imane and Abdessamad Réda GHOMARI and Amar BENHOUHOU,,,"SYSCO'2014, Hammamet, Tunisie, 27-29 Septembre 2014",2014,,,conference
chhes2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:RHpTSmoSYBkC,Cambridge Scholars Publishing,Business Intelligence and Mobile Technology Research: An Information Systems Engineering Perspective,,GHOMARI Abdessamed Réda,18,Chapter Book: A New approach for human assessment of Ontologies,Leila Zemmouchi-Ghomari and Abdessamed Réda Ghomari,,,,2014,,226,
knies2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:_FxGoFyzp5QC,http://ieeexplore.ieee.org,,,GHOMARI Abdessamed Réda,18,Knowledge cartography and capitalization in collaborative business processes,Imane SID and Abdessamed Réda GHOMARI,,,2014 4th International Symposium ISKO-Maghreb: Concepts and Tools for knowledge Management (ISKO-Maghreb),2014,,1-7,conference
simir2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:UebtZRa9Y70C,,,,GHOMARI Abdessamed Réda,18,Simuler pour évaluer les BMO's: quelle méthode choisir?,Hichem Benaissa Anouar BADSI and Leila ZEMMOUCHI-GHOMARI and Abdessamed Réda GHOMARI,,,"Second International Conference on New Technologies and Communication (ICNTC'2014), At CHLEF, ALGERIA",2014,,,conference
taees2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:QIV2ME_5wuYC,,,,GHOMARI Abdessamed Réda,18,Talk: IT Governance: Enjeux et tendances de recherches.,Abdessamed Réda GHOMARI,,,"C2I, 1ère Conférence sur l'Ingénierie Informatique, EMP (Ecole Militaire Polytechnique)",2014,,,conference
hosal2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:YsMSGLbcyi4C,Inderscience,,,GHOMARI Abdessamed Réda,18,How to measure business value of business model ontologies? A proposal,Hichem Benaissa Anouar Badsi and Leila Zemmouchi-Ghomari and Abdessamed Réda Ghomari,https://doi.org/10.1504/IJBIS.2015.069433,IJBIS (International Journal of Business Information Systems),,2015,19,241-264,journal
houon2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:eflP2zaiRacC,,,,GHOMARI Abdessamed Réda,18,How to measure business value of business model ontologies? A proposal [Comment mesurer la valeur commerciale des ontologies de modèles d'entreprise? Une proposition],Hichem Benaissa Anouar Badsi and Leila Zemmouchi Ghomari and Abdessamed Réda Ghomari,,,,2015,,,
pores2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:WF5omc3nYNoC,,,,GHOMARI Abdessamed Réda,18,Position paper: a new approach for human assessment of ontologies,Leila ZEMMOUCHI and Abdessamed Réda GHOMARI,,Université UMBB,,2015,,,journal
reers2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:OU6Ihb5iCvQC,,,,GHOMARI Abdessamed Réda,18,Retour d'Expérience sur la Pédagogie active: cas d'une Ecole d'Ingénieurs,Abdessamed Réda Ghomari,,,"Journée Algéro-Canadienne de l'Enseignement Supérieur, ENSV, Alger",2015,,,conference
tosve2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:eQOLeE2rZwMC,,"Proceedings of the International Conference on Intelligent Information Processing, Security and Advanced Communication",ACM,GHOMARI Abdessamed Réda,18,Towards a repository for the reuse of business process models from a requirements analysis perspective,Moufida Aouachria and Abdessamed Réda Ghomari and Rachid Seghir,https://doi.org/10.1145/2816839.2816926,,"IPAC '15: International Conference on Intelligent Information Processing, Security and Advanced Communication, Batna, Algeria, November, 2015",2015,,1-5,conference
enval2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:W7OEmFMy1HYC,,,,GHOMARI Abdessamed Réda,18,Enterprise 2.0: How to enhance Collective Intelligence? Web social potential,Nadia EL ALLIA-BENAHMED and Abdessamed Réda GHOMARI,,,"ICBIA'16 (First International Conférence on Business Intelligence and Applications), Université Blida1",2016,,,conference
inaew2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:e5wmG9Sq2KIC,,,IEEE,GHOMARI Abdessamed Réda,18,Information and knowledge driven collaborative crisis management: A literature review.,Mohamed Benali and Abdessamed Réda. Ghomari,https://doi.org/10.1109/ICT-DM.2016.7857229,,3rd International Conference on ICT for Disaster Management,2016,,1-3,conference
tuues2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:R3hNpaxXUhUC,,,,GHOMARI Abdessamed Réda,18,Tutoriel: Gouvernance des Systèmes d'Information: Enjeux pour les organisations et tendances de recherches,Abdessamed Réda Ghomari,,,"ICBIA'16, First International Conférence on Business Intelligence and Applications, Université Blida, Algérie",2016,,,conference
acaon2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:MXK_kJrjxJIC,IGI Global,,,GHOMARI Abdessamed Réda,18,"A CRM Process Model for Agent-Based Simulation""",Hichem Benaissa Anouar Badsi and Abdessamed Réda Ghomari and Leila Zemmouchi,https://doi.org/10.4018/IJSSMET.2017100104,"International Journal of Service Science, Management, Engineering, and Technology (IJSSMET)",,2017,8,56-82,journal
buern2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:M3ejUd6NZC8C,,,,GHOMARI Abdessamed Réda,18,Business Process Integration: How to Achieve Interoperability Through Process Pattern,Moufida Aouachria and Abderrahmane Leshob and Javier Gonzalez Huerta and Abdessamed Réda Ghomari,,,14th IEEE International Conference on e-Business Engineering (ICEBE),2017,,,conference
coies2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:WbkHhVStYXYC,,,,GHOMARI Abdessamed Réda,18,Concevoir des Syllabus de Cours: Assise théorique et modalités pratiques,Abdessamed Réda Ghomari,,,"CAFE TICE, ESI, Alger, Algerie",2017,,,conference
inyem2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:kNdYIx-mwKoC,Open journla systems,,,GHOMARI Abdessamed Réda,18,Integrating an ontology into a software system,Leila Zemmouchi-Ghomari and Abdessamed Réda Ghomari and Lamia Adjir and Lynda Belaala,,Journal of Systems Integration,,2017,8,,journal
prgng2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:KlAtU1dfN6UC,http://www.scitepress.org,,SciTePress,GHOMARI Abdessamed Réda,18,Process Adaptation Patterns for Cross-Organizational Business Process Modeling,Moufida Aouachria and Abderrahmane Leshob and Abdessamed Réda Ghomari,https://doi.org/10.5220/0006470201240129,,ICE-B (14th International Joint Conference on e-Business and Telecommunications),2017,4,124-129,conference
toent2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:8k81kl-MbHgC,"ISCRAM,",,ISCRAM Association,GHOMARI Abdessamed Réda,18,Towards a Crowdsourcing-based Approach to enhance Decision Making in Collaborative Crisis Management.,Mohamed Benali and Abdessamed Réda Ghomari,http://idl.iscram.org/files/mohammedbenali/2017/1489_MohammedBenali2017.pdf,,"14th International Conference on Information Systems for Crisis Response and Management,  Mines Albi, France.",2017,,,conference
tonrs2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:Zph67rFs4hoC,Inderscience http://www.inderscience.com/info/inge,,,GHOMARI Abdessamed Réda,18,"Towards an IT-centric internship process in undergraduate studies: The Case of ESI, Algiers",Abdessamed Réda Ghomari and Leila Zemmouchi-Ghomari and Ait-Ali-Yahia Dahbia.,,"International Journal of Teaching and Case Studies,",,2017,8,,journal
veter2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:u9iWguZQMMsC,,,,GHOMARI Abdessamed Réda,18,Vers des Universités 2.0: Talk speaker,Abdessamed Réda Ghomari,,,"MeDIT'2017, Palais de la Culture, Alger",2017,,,conference
agpbt2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:maZDTaKrznsC,,,,GHOMARI Abdessamed Réda,18,Agent based Simulation of Business Model Ontologies Value in Enterprise Context: Application to the Customer Relationship Managemebt,Hichem Benaissa Anouar Badsi and Abdessamed Réda Ghomari and Leila Zemmouchi-Ghomari,,,Intelligent System Intelligent Systems Conference (IntelliSys) 2018,2018,,,conference
crnol2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:isC4tDSrTZIC,,,Springer,GHOMARI Abdessamed Réda,18,Crowdsourced Collaborative Decision Making in Crisis Management: Application to Desert Locust Survey and Control.,Mohammed Benali and Abdessamed Réda Ghomari and Leila Zemmouchi,https://doi.org/10.1007/978-3-319-89743-1_46,,IFIP INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE AND ITS APPLICATIONS (IFIP CIIA 2018),2018,,533-545,conference
togdy2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:blknAaTinKkC,,,,GHOMARI Abdessamed Réda,18,"Towards A Holistic Collective Intelligence System for Algerian Higher Schools 2.0. ESI Algiers, EIS mission case study",Nadia El Allia-Benahmed and Abdessamed Réda Ghomari,,,"ISKO Maghreb 2018, Bejaia University, Algeria",2018,,,conference
trxth2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:2P1L_qKh6hAC,,,,GHOMARI Abdessamed Réda,18,Traceability of professional risks exposure data for occupational health,Hayat Haroun and Abdessamad Réda Ghomari,,,,2018,,,
apimt2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:l7t_Zn2s7bgC,,,,GHOMARI Abdessamed Réda,18,Apport du Géo-Décisionnel pour la prévention des risques professionnels. Application au cas SMT,Hayet Haroun and Abdessamed Réda Ghomari,,,,2019,,,
deedy2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:VOx2b1Wkg3QC,Georg Thieme Verlag KG,,,GHOMARI Abdessamed Réda,18,Development and evaluation of ontologies in traditional medicine: a review study,Hassan Shojaee-Mend and Haleh Ayatollahi and Azam Abdolahadi,,,,2019,58,194-204,
enles2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:YFjsv_pBGBYC,Tandfonline.com,,,GHOMARI Abdessamed Réda,18,"Enabling flexible task compositions, orders and granularities for knowledge-intensive business processes",Imane Sid and Menfred Reichert and Abdessamed Réda Ghomari,https://doi.org/10.1080/17517575.2018.1556815,"Enterprise Information Systems, Taylor & Francis Online",,2019,13,376-423,journal
theon2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:ns9cj8rnVeAC,,,Springer,GHOMARI Abdessamed Réda,18,Thinking the incorporation of LOD in semantic cubes as a strategic decision,Selma Khouri and Abdessamed Réda Ghomari and Yasmine Aouimer,https://doi.org/10.1007/978-3-030-32065-2_20,,"MEDI'2019, 9th International Conference on Model and Data Engineering, Toulouse, France",2019,,287-302,conference
asrta2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:SeFeTyx0c_EC,,,,GHOMARI Abdessamed Réda,18,A Survey of Current Approaches for Transforming Open Data to Linked Data,Amina Meherhera and Imane Mekideche and Leila Zemmouchi-Ghomari and Abdesamed Réda Ghomari,,,"4th Edition of the National Study Days on Research on Computer Sciences, JERI'2020, Jun 2020, Saida, Algeria",2020,,,conference
crcng2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:70eg2SAEIzsC,IGI-GLOBAL,,,GHOMARI Abdessamed Réda,18,Crowdsourcing-Enabled Crisis Collaborative Decision Making,Mohamed Benali and Abdessamed Réda Ghomari and Leila Zemmouchi-Ghomari and Mohamed Lazar,https://doi.org/10.4018/IJeC.2020070104,International Journal of e-Collaboration (IJeC),,2020,16,49-72,journal
inule2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:vV6vV6tmYwMC,Éditeur BoD-Books on Demand,,,GHOMARI Abdessamed Réda,18,Intégrer les LOD dans un cube de données : Transformons une action technique en valeur organisationnelle,Selma Khouri and Ladjel Bellatreche and Abdessamed Réda Ghomari and Yasmine. Aouimer,,"Business Intelligence & Big Data: 15ème Edition de la conférence EDA, Montpellier France 2019",,2020,,,journal
inule2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:4fKUyHm3Qg0C,,In Business Intelligence & Big Data: 15ème Edition de la conférence EDA'2019,,GHOMARI Abdessamed Réda,18,Intégrer les LOD dans un cube de données: Transformons une action technique en valeur organisationnelle.,Selma Khouri and Ladjel Bellatreche and Abdessamed Réda Ghomari and Yasmine Aouimer,,,,2020,,61-75,
maeer2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:uWQEDVKXjbEC,,,,GHOMARI Abdessamed Réda,18,"Manager les risques: Enjeux et défis"", Talk speaker",Abdessamed Réda Ghomari,,,Hult Prize ESI Algiers co-organisé par Club ETIC,2020,,,conference
toont2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:35N4QoGY0k4C,,,,GHOMARI Abdessamed Réda,18,Towards a Spatial Data Warehouse for Occupational Health Risk Management,Hayet Haroun and Abdessamed Réda Ghomari and Mounir Lahlouh and Anis Mehdi,,,"1st International Conference on Innovative Research in Applied Science, Engineering and Technology IRASET'2020",2020,,,conference
traey2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:f2IySw72cVMC,,,,GHOMARI Abdessamed Réda,18,Translation from Natural Language Questions to SPARQL: A Survey,Adel Hansali and Karim Benhocine and Leila Zemmouchi-Ghomari and Abessamed Réda Ghomari,,,"4th Edition of the National Study Days on Research on Computer Sciences, JERI'2020",2020,,,conference
anpse2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:ZHo1McVdvXMC,IEEE,,,GHOMARI Abdessamed Réda,18,"An ontology-driven approach for OHS, SMT Case",Hayat Haroun and Abdessamad Réda Ghomari and Meriem Belkihel and Ahlem Embarek,,,2020 2nd International Workshop on Human-Centric Smart Environments for Health and Well-being (IHSH),2021,,80-85,conference
coier2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:yD5IFk8b50cC,,,,GHOMARI Abdessamed Réda,18,COVID19 et résilience des Ecoles Supérieures. Retour d'Expérience sur la Gouvernance pédagogique au sein de l'ESI Alger,Abdessamed Réda Ghomari and Faiçal Azouaou,,,"DZ 16 ENI OT 18, Séminaire Didactique, Jumelage institutionnel P3A: « Appui au MESRS, Algérie""",2021,,,conference
fliis2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:3s1wT3WcHBgC,IGI Global,Chapter Book: E-Collaboration Technologies and Strategies for Competitive Advantage Amid Challenging Times,,GHOMARI Abdessamed Réda,18,Flexible Crowd-Driven Decision Making in Times of Crisis,Mohammed Benali and Abdessamed Réda Ghomari and Leila Zemmouchi-Ghomari and Mohammed Lazar,,,,2021,,1-27,
nueer2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:cFHS6HbyZ2cC,,,,GHOMARI Abdessamed Réda,18,"Numérique et Résilience des Ecoles Supérieures. Retour d'Expérience du Cas ESI Alger,",Abdessamed Réda Ghomari and Faiçal Azouaou,,,"Webinar national sur "" financement, Gouvernance et Innovation, tryptique de progrès économique"", ENSM, Alger",2021,,,conference
opiey2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hha1UuUAAAAJ&citation_for_view=hha1UuUAAAAJ:M05iB0D1s5AC,,,,GHOMARI Abdessamed Réda,18,Open Government Data (OGD) Publication as Linked Open Data (LOD): A Survey,Khadidja Bouchelouche and Abdessamed Réda Ghomari and Leila Zemmouchi-Ghomari,,International Journal of Computer and Information Technology (2279-0764),,2021,10,,journal
