publication_id,Nom,Type,Thématique,Lieu,Période,Périodicité,Scope
ipnne2016,IFAC-PapersOnLine,Journal,Control and Systems Engineering,Netherlands,2002-2024,Not found,"All papers from IFAC meetings are published, in partnership with Elsevier, the IFAC Publisher, in theIFAC-PapersOnLine proceedings series hosted at the ScienceDirect web service. This series includes papers previously published in the IFAC website.The main features of the IFAC-PapersOnLine series are:

-Online archive including papers from IFAC Symposia, Congresses, Conferences, and most Workshops.
-All papers accepted at the meeting are published in PDF format - searchable and citable.
-All papers published on the web site can be cited using the IFAC PapersOnLine ISSN and the individual paper DOI (Digital Object Identifier). The site is Open Access in nature - no charge is made to individuals for reading or downloading.
Copyright of all papers belongs to IFAC and must be referenced if derivative journal papers are produced from the conference papers. All papers published in IFAC-PapersOnLine have undergone a peer review selection process according to the IFAC rules."
ahtce2017,Procedia Computer Science,Journal,Computer Science (miscellaneous),Netherlands,2010-2024,Not found,"Launched in 2009, Procedia Computer Science is an electronic product focusing entirely on publishing high quality conference proceedings. Procedia Computer Science enables fast dissemination so conference delegates can publish their papers in a dedicated online issue on ScienceDirect, which is then made freely available worldwide."
clris2017,IECON 2017-43rd Annual Conference of the IEEE Industrial Electronics Society,Conference,Not found,Not found,Not found,Not found,Not found
extne2017,International Journal of Prognostics and Health Management,Journal,Computer Science (miscellaneous),United States,2010-2025,Not found,"The International Journal of Prognostics and Health Management (IJPHM) is the premier online journal related to multidisciplinary research on Prognostics, Diagnostics, and System Health Management. IJPHM is the archival journal of the Prognostics and Health Management (PHM) Society. It exists to serve the following objectives:
To provide a focal point for dissemination of peer-reviewed PHM knowledge.
To promote multidisciplinary collaboration in PHM education and research.
To encourage and assure establishment of professional standards for the practice of PHM.
To improve the professional and academic standing of all those engaged in the practice of PHM.
To encourage governmental and industrial support for research and educational programs that will improve the PHM process and practice.
The Journal supports these goals by providing a venue for archival publication of peer-reviewed results from research and development in the area of PHM. We define PHM as a system engineering discipline focused on assessing the current status and well as predicting the future condition of a component and/or system of components."
reing2017,Procedia Computer Science,Journal,Computer Science (miscellaneous),Netherlands,2010-2024,Not found,"Launched in 2009, Procedia Computer Science is an electronic product focusing entirely on publishing high quality conference proceedings. Procedia Computer Science enables fast dissemination so conference delegates can publish their papers in a dedicated online issue on ScienceDirect, which is then made freely available worldwide."
anets2018,Procedia Computer Science,Journal,Computer Science (miscellaneous),Netherlands,2010-2024,Not found,"Launched in 2009, Procedia Computer Science is an electronic product focusing entirely on publishing high quality conference proceedings. Procedia Computer Science enables fast dissemination so conference delegates can publish their papers in a dedicated online issue on ScienceDirect, which is then made freely available worldwide."
gacem2018,Operational Research,Journal,Not found,Not found,Not found,Not found,Not found
sezon2018,2018 IEEE international conference on fuzzy systems (FUZZ-IEEE),Conference,Not found,Not found,Not found,Not found,Not found
tadop2018,2018 IEEE 23rd International Conference on Emerging Technologies and Factory Automation (ETFA),Conference,Not found,Not found,Not found,Not found,Not found
ansem2019,Procedia Computer Science,Journal,Computer Science (miscellaneous),Netherlands,2010-2024,Not found,"Launched in 2009, Procedia Computer Science is an electronic product focusing entirely on publishing high quality conference proceedings. Procedia Computer Science enables fast dissemination so conference delegates can publish their papers in a dedicated online issue on ScienceDirect, which is then made freely available worldwide."
anrem2019,Procedia Computer Science,Journal,Computer Science (miscellaneous),Netherlands,2010-2024,Not found,"Launched in 2009, Procedia Computer Science is an electronic product focusing entirely on publishing high quality conference proceedings. Procedia Computer Science enables fast dissemination so conference delegates can publish their papers in a dedicated online issue on ScienceDirect, which is then made freely available worldwide."
angem2019,Applied Soft Computing,Journal,Software,Netherlands,2001-2025,Not found,"Applied Soft Computing is an international journal promoting an integrated view of soft computing to solve real life problems. Soft computing is a collection of methodologies, which aim to exploit tolerance for imprecision, uncertainty and partial truth to achieve tractability, robustness and low solution cost. The focus is to publish the highest quality research in application and convergence of the areas of Fuzzy Logic, Neural Networks, Evolutionary Computing, Rough Sets and other similar techniques to address real world complexities.

Applied Soft Computing is a rolling publication: articles are published as soon as the editor-in-chief has accepted them. Therefore, the web site will continuously be updated with new articles and the publication time will be short.

Major Topics:

The scope of this journal covers the following soft computing and related techniques, interactions between several soft computing techniques, and their industrial applications:

• Ant Colony
• Chaos Theory
• Evolutionary Computing
• Fuzzy Computing
• Hybrid Methods
• Immunological Computing
• Morphic Computing
• Neuro Computing
• Particle Swarm
• Probabilistic Computing
• Rough Sets
• Wavelet"
antce2019,"2019 IEEE International Conference on Systems, Man and Cybernetics (SMC)",Conference,Not found,Not found,Not found,Not found,Not found
coles2019,"Proceedings of the 34th ACM/SIGAPP Symposium on Applied Computing, SAC 2019, Limassol, Cyprus, April 8-12, 2019",Conference,Not found,Not found,Not found,Not found,Not found
imeng2019,2019 IEEE 28th International Symposium on Industrial Electronics (ISIE),Conference,Not found,Not found,Not found,Not found,Not found
innch2019,IECON 2019-45th Annual Conference of the IEEE Industrial Electronics Society,Conference,Not found,Not found,Not found,Not found,Not found
troey2019,Information Processing and Management,Journal,Computer Science Applications,United Kingdom,1975-2025,Not found,"Information Processing and Management publishes cutting-edge original research at the intersection of computing and information science concerning theory, methods, or applications in a range of domains, including but not limited to advertising, business, health, information science, information technology marketing, and social computing.

The journal aims to serve the interests of primary researchers but also practitioners in furthering knowledge at the intersection of computing and information science by providing an effective forum for the timely dissemination of advanced and topical issues. The journal is especially interested in original research articles, research survey articles, research method articles, and articles addressing critical applications of research.

Specifically, the journal is interested in four types of manuscripts, which are:

Research manuscripts addressing topics at the intersection of computer and information science.
Methods manuscripts focusing on the application of novel methods at the intersection of computer and information science.
Review manuscripts assessing, in a critical and in-depth manner, a broad trend at the intersection of computer and information science, providing integration of the prior research, and recommendations for further work in the area.
Critical application manuscripts concerning system design research at the intersection of computer and information science."
agfks2020,"SAC '20: The 35th ACM/SIGAPP Symposium on Applied Computing, online event, [Brno, Czech Republic], March 30 - April 3, 2020",Conference,Not found,Not found,Not found,Not found,Not found
aluis2020,Energies,Journal,Not found,Not found,Not found,Not found,Not found
anlem2020,Engineering Applications of Artificial Intelligence,Journal,Artificial Intelligence,United Kingdom,1988-2025,Not found,Artificial Intelligence (AI) is playing a major role in the fourth industrial revolution and we are seeing a lot of evolution in various machine learning methodologies. AI techniques are widely used by the practicing engineer to solve a whole range of hitherto intractable problems. This journal provides an international forum for rapid publication of work describing the practical application of AI methods in all branches of engineering. Submitted papers should report some novel aspects of AI used for a real world engineering application and also validated using some public data sets for easy replicability of the research results.
eprts2021,"SIMULTECH 2012 - Proceedings of the 2nd International Conference on Simulation and Modeling Methodologies, Technologies and Applications",Conference,Computational Theory and Mathematics,Portugal,-,Not found,Not found
hyses2021,European Journal of Industrial Engineering,Journal,Industrial and Manufacturing Engineering,United Kingdom,2007-2025,Not found,"EJIE is an international journal aimed at disseminating the latest developments in all areas of industrial engineering, including information and service industries, ergonomics and safety, quality management as well as business and strategy, and at bridging the gap between theory and practice."
imhks2021,WEBIST 2014 - Proceedings of the 10th International Conference on Web Information Systems and Technologies,Conference,Computer Networks and Communications,Portugal,-,Not found,"The conference has five main tracks, covering different aspects of Web Information Systems, including Internet Technology, Web Interfaces and Applications, Society, e-Communities, e-Business, Web Intelligence and Mobile Information Systems."
talks2021,New Generation Computing,Journal,Computer Networks and Communications,Japan,1983-2025,Not found,"The journal is specially intended to support the development of new computational and cognitive paradigms stemming from the cross-fertilization of various research fields. These fields include, but are not limited to, programming (logic, constraint, functional, object-oriented), distributed/parallel computing, knowledge-based systems, agent-oriented systems, and cognitive aspects of human embodied knowledge. It also encourages theoretical and/or practical papers concerning all types of learning, knowledge discovery, evolutionary mechanisms, human cognition and learning, and emergent systems that can lead to key technologies enabling us to build more complex and intelligent systems. The editorial board hopes that New Generation Computing will work as a catalyst among active researchers with broad interests by ensuring a smooth publication process."
acits2022,ICAART 2011 - Proceedings of the 3rd International Conference on Agents and Artificial Intelligence,Conference,Artificial Intelligence,Portugal,-,Not found,Not found
aheks2022,2022 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM),Conference,Not found,Not found,Not found,Not found,Not found
adeem2022,Applied Soft Computing,Journal,Software,Netherlands,2001-2025,Not found,"Applied Soft Computing is an international journal promoting an integrated view of soft computing to solve real life problems. Soft computing is a collection of methodologies, which aim to exploit tolerance for imprecision, uncertainty and partial truth to achieve tractability, robustness and low solution cost. The focus is to publish the highest quality research in application and convergence of the areas of Fuzzy Logic, Neural Networks, Evolutionary Computing, Rough Sets and other similar techniques to address real world complexities.

Applied Soft Computing is a rolling publication: articles are published as soon as the editor-in-chief has accepted them. Therefore, the web site will continuously be updated with new articles and the publication time will be short.

Major Topics:

The scope of this journal covers the following soft computing and related techniques, interactions between several soft computing techniques, and their industrial applications:

• Ant Colony
• Chaos Theory
• Evolutionary Computing
• Fuzzy Computing
• Hybrid Methods
• Immunological Computing
• Morphic Computing
• Neuro Computing
• Particle Swarm
• Probabilistic Computing
• Rough Sets
• Wavelet"
anats2022,"Computational Collective Intelligence - 14th International Conference, ICCCI 2022, Hammamet, Tunisia, September 28-30, 2022, Proceedings",Conference,Not found,Not found,Not found,Not found,Not found
caaon2022,"CC '22: 31st ACM SIGPLAN International Conference on Compiler Construction, Seoul, South Korea, April 2 - 3, 2022",Conference,Not found,Not found,Not found,Not found,Not found
exgts2022,International Journal of Manufacturing Research,Journal,Computer Science Applications,United Kingdom,2006-2024,Not found,"Much research has been devoted to improving manufactured product quality and manufacturing process efficiency. With recent advances in computer and network technologies, sensors, control systems and manufacturing machines, manufacturing research has progressed to a new level. In addition, new research areas in manufacturing are emerging to address problems encountered in the evolving manufacturing environment. IJMR has been established to report state-of-the-art and new developments in modern manufacturing research, and publishes innovative methodologies and solutions to problems challenging today's manufacturing operations. The journal is sponsored by the Swedish Production Academy.
Topics covered include:
-Process modelling and simulation-
Computing and numerical analysis-
Process design and optimisation-
Production planning and scheduling-
Sensors and control technologies-
Measurement data processing-
Robotics and automation-
Web-based technologies-
Artificial intelligence in manufacturing-
Condition based maintenance"
peece2022,Procedia Computer Science,Journal,Computer Science (miscellaneous),Netherlands,2010-2024,Not found,"Launched in 2009, Procedia Computer Science is an electronic product focusing entirely on publishing high quality conference proceedings. Procedia Computer Science enables fast dissemination so conference delegates can publish their papers in a dedicated online issue on ScienceDirect, which is then made freely available worldwide."
sunty2022,Advances in Computing Systems and Applications: Proceedings of the 5th Conference on Computing Systems and Applications,Journal,Not found,Not found,Not found,Not found,Not found
suion2022,"Advances in Computing Systems and Applications - Proceedings of the 5th Conference on Computing Systems and Applications, CSA 2022, Algiers, Algeria, 17-18 May, 2022",Conference,Not found,Not found,Not found,Not found,Not found
afrem2023,"Advances in Computational Collective Intelligence - 15th International Conference, ICCCI 2023, Budapest, Hungary, September 27-29, 2023, Proceedings",Conference,Not found,Not found,Not found,Not found,Not found
ageem2023,Applied Soft Computing,Journal,Software,Netherlands,2001-2025,Not found,"Applied Soft Computing is an international journal promoting an integrated view of soft computing to solve real life problems. Soft computing is a collection of methodologies, which aim to exploit tolerance for imprecision, uncertainty and partial truth to achieve tractability, robustness and low solution cost. The focus is to publish the highest quality research in application and convergence of the areas of Fuzzy Logic, Neural Networks, Evolutionary Computing, Rough Sets and other similar techniques to address real world complexities.

Applied Soft Computing is a rolling publication: articles are published as soon as the editor-in-chief has accepted them. Therefore, the web site will continuously be updated with new articles and the publication time will be short.

Major Topics:

The scope of this journal covers the following soft computing and related techniques, interactions between several soft computing techniques, and their industrial applications:

• Ant Colony
• Chaos Theory
• Evolutionary Computing
• Fuzzy Computing
• Hybrid Methods
• Immunological Computing
• Morphic Computing
• Neuro Computing
• Particle Swarm
• Probabilistic Computing
• Rough Sets
• Wavelet"
aneks2023,WEBIST 2014 - Proceedings of the 10th International Conference on Web Information Systems and Technologies,Conference,Computer Networks and Communications,Portugal,-,Not found,"The conference has five main tracks, covering different aspects of Web Information Systems, including Internet Technology, Web Interfaces and Applications, Society, e-Communities, e-Business, Web Intelligence and Mobile Information Systems."
arits2023,Algorithms,Journal,Not found,Not found,Not found,Not found,Not found
ansem2023,Procedia Computer Science,Journal,Computer Science (miscellaneous),Netherlands,2010-2024,Not found,"Launched in 2009, Procedia Computer Science is an electronic product focusing entirely on publishing high quality conference proceedings. Procedia Computer Science enables fast dissemination so conference delegates can publish their papers in a dedicated online issue on ScienceDirect, which is then made freely available worldwide."
firem2023,Procedia Computer Science,Journal,Computer Science (miscellaneous),Netherlands,2010-2024,Not found,"Launched in 2009, Procedia Computer Science is an electronic product focusing entirely on publishing high quality conference proceedings. Procedia Computer Science enables fast dissemination so conference delegates can publish their papers in a dedicated online issue on ScienceDirect, which is then made freely available worldwide."
imgks2023,WEBIST 2014 - Proceedings of the 10th International Conference on Web Information Systems and Technologies,Conference,Computer Networks and Communications,Portugal,-,Not found,"The conference has five main tracks, covering different aspects of Web Information Systems, including Internet Technology, Web Interfaces and Applications, Society, e-Communities, e-Business, Web Intelligence and Mobile Information Systems."
moccd2023,Not exist,Not found,Not exist,Not exist,Not exist,Not exist,Not exist
siiks2023,New Generation Computing,Journal,Computer Networks and Communications,Japan,1983-2025,Not found,"The journal is specially intended to support the development of new computational and cognitive paradigms stemming from the cross-fertilization of various research fields. These fields include, but are not limited to, programming (logic, constraint, functional, object-oriented), distributed/parallel computing, knowledge-based systems, agent-oriented systems, and cognitive aspects of human embodied knowledge. It also encourages theoretical and/or practical papers concerning all types of learning, knowledge discovery, evolutionary mechanisms, human cognition and learning, and emergent systems that can lead to key technologies enabling us to build more complex and intelligent systems. The editorial board hopes that New Generation Computing will work as a catalyst among active researchers with broad interests by ensuring a smooth publication process."
ahion2024,International Journal of General Systems,Journal,Computer Science Applications,United Kingdom,1974-2025,Not found,"International Journal of General Systems is a periodical devoted primarily to the publication of original research contributions to system science, basic as well as applied. However, relevant survey articles, invited book reviews, bibliographies, and letters to the editor are also published.

The principal aim of the journal is to promote original systems ideas (concepts, principles, methods, theoretical or experimental results, etc.) that are broadly applicable to various kinds of systems. The term “general system” in the name of the journal is intended to indicate this aim–the orientation to systems ideas that have a general applicability. Typical subject areas covered by the journal include: uncertainty and randomness; fuzziness and imprecision; information; complexity; inductive and deductive reasoning about systems; learning; systems analysis and design; and theoretical as well as experimental knowledge regarding various categories of systems. Submitted research must be well presented and must clearly state the contribution and novelty. Manuscripts dealing with particular kinds of systems which lack general applicability across a broad range of systems should be sent to journals specializing in the respective topics."
anrps2024,Technologies,Journal,Not found,Not found,Not found,Not found,Not found
coaks2024,Journal of New Materials for Electrochemical Systems,Journal,Electrochemistry,Canada,1998-2024,Not found,Information not localized
exscs2024,IECON 2024-50th Annual Conference of the IEEE Industrial Electronics Society,Conference,Not found,Not found,Not found,Not found,Not found
fliks2024,ICAART 2011 - Proceedings of the 3rd International Conference on Agents and Artificial Intelligence,Conference,Artificial Intelligence,Portugal,-,Not found,Not found
imnem2024,Multimedia Tools and Applications,Journal,Computer Networks and Communications,United States,1995-2025,Not found,"Multimedia Tools and Applications publishes original research articles on multimedia development and system support tools as well as case studies of multimedia applications. It also features experimental and survey articles. The journal is intended for academics, practitioners, scientists and engineers who are involved in multimedia system research, design and applications. All papers are peer reviewed.
Specific areas of interest include: 

- Multimedia Tools:

- Multimedia Applications:

- Prototype multimedia systems and platforms"
lotrs2024,arXiv preprint arXiv:2403.11522,Journal,Not found,Not found,Not found,Not found,Not found
reees2024,Not exist,Not found,Not exist,Not exist,Not exist,Not exist,Not exist
stgse2019,"Soft Computing in Data Science: 5th International Conference, SCDS 2019, Iizuka, Japan, August 28-29, 2019, Proceedings 5",Conference,Not found,Not found,Not found,Not found,Not found
anrem2005,"International Conference on Computational Intelligence for Modelling, Control and Automation and International Conference on Intelligent Agents, Web Technologies and Internet Commerce (CIMCA-IAWTIC'06)",Conference,Not found,Not found,Not found,Not found,Not found
twhem2010,International Journal of Bio-Inspired Computation,Journal,Computer Science (miscellaneous),Switzerland,2009-2025,Not found,"IJBIC discusses the new bio-inspired computation methodologies derived from the animal and plant world, such as new algorithms mimicking the wolf schooling, the plant survival process, etc.
Topics covered include:
-New bio-inspired methodologies coming from
creatures living in nature
artificial society-
physical/chemical phenomena-
New bio-inspired methodology analysis tools, e.g. rough sets, stochastic processes-
Brain-inspired methods: models and algorithms-
Bio-inspired computation with big data: algorithms and structures-
Applications associated with bio-inspired methodologies, e.g. bioinformatics."
aneem2011,"Proceedings of the 10th IEEE International Conference on Cognitive Informatics and Cognitive Computing, ICCI*CC 2011",Conference,Artificial Intelligence,United States,-,Not found,Not found
hoohs2011,International Journal of Bio-Inspired Computation,Journal,Computer Science (miscellaneous),Switzerland,2009-2025,Not found,"IJBIC discusses the new bio-inspired computation methodologies derived from the animal and plant world, such as new algorithms mimicking the wolf schooling, the plant survival process, etc.
Topics covered include:
-New bio-inspired methodologies coming from
creatures living in nature
artificial society-
physical/chemical phenomena-
New bio-inspired methodology analysis tools, e.g. rough sets, stochastic processes-
Brain-inspired methods: models and algorithms-
Bio-inspired computation with big data: algorithms and structures-
Applications associated with bio-inspired methodologies, e.g. bioinformatics."
rephm2011,"Proceedings of the 10th IEEE International Conference on Cognitive Informatics and Cognitive Computing, ICCI*CC 2011",Conference,Artificial Intelligence,United States,-,Not found,Not found
acdem2014,"Nature Inspired Cooperative Strategies for Optimization (NICSO 2013) Learning, Optimization and Interdisciplinary Applications",Journal,Not found,Not found,Not found,Not found,Not found
panem2014,International Journal of Metaheuristics,Journal,Not found,Not found,Not found,Not found,Not found
natem2018,Procedia Computer Science,Journal,Computer Science (miscellaneous),Netherlands,2010-2024,Not found,"Launched in 2009, Procedia Computer Science is an electronic product focusing entirely on publishing high quality conference proceedings. Procedia Computer Science enables fast dissemination so conference delegates can publish their papers in a dedicated online issue on ScienceDirect, which is then made freely available worldwide."
anfem2019,"2019 IEEE Congress on Evolutionary Computation, CEC 2019 - Proceedings",Conference,Computational Mathematics,United States,-,Not found,Information not localized
exion2021,KDIR 2012 - Proceedings of the International Conference on Knowledge Discovery and Information Retrieval,Conference,Information Systems,Portugal,-,Not found,Not found
pebem2021,International Journal of Bio-Inspired Computation,Journal,Computer Science (miscellaneous),Switzerland,2009-2025,Not found,"IJBIC discusses the new bio-inspired computation methodologies derived from the animal and plant world, such as new algorithms mimicking the wolf schooling, the plant survival process, etc.
Topics covered include:
-New bio-inspired methodologies coming from
creatures living in nature
artificial society-
physical/chemical phenomena-
New bio-inspired methodology analysis tools, e.g. rough sets, stochastic processes-
Brain-inspired methods: models and algorithms-
Bio-inspired computation with big data: algorithms and structures-
Applications associated with bio-inspired methodologies, e.g. bioinformatics."
aning2022,International Journal of Computers and Applications,Journal,Computer Graphics and Computer-Aided Design,United Kingdom,1997-2025,Not found,"The International Journal of Computers and Applications (IJCA) is a unique platform for publishing novel ideas, research outcomes and fundamental advances in all aspects of Computer Science, Computer Engineering, and Computer Applications. This is a peer-reviewed international journal with a vision to provide the academic and industrial community a platform for presenting original research ideas and applications. IJCA welcomes four special types of papers in addition to the regular research papers within its scope:

(a) Papers for which all results could be easily reproducible. For such papers, the authors will be asked to upload ""instructions for reproduction'', possibly with the source codes or stable URLs (from where the codes could be downloaded).

(b) Papers with negative results. For such papers, the experimental setting and negative results must be presented in detail. Also, why the negative results are important for the research community must be explained clearly. The rationale behind this kind of paper is that this would help researchers choose the correct approaches to solve problems and avoid the (already worked out) failed approaches.

(c) Detailed report, case study and literature review articles about innovative software / hardware, new technology, high impact computer applications and future development with sufficient background and subject coverage.

(d) Special issue papers focussing on a particular theme with significant importance or papers selected from a relevant conference with sufficient improvement and new material to differentiate from the papers published in a conference proceedings."
anrks2023,Procedia Computer Science,Journal,Computer Science (miscellaneous),Netherlands,2010-2024,Not found,"Launched in 2009, Procedia Computer Science is an electronic product focusing entirely on publishing high quality conference proceedings. Procedia Computer Science enables fast dissemination so conference delegates can publish their papers in a dedicated online issue on ScienceDirect, which is then made freely available worldwide."
aqfks2023,Procedia Computer Science,Journal,Computer Science (miscellaneous),Netherlands,2010-2024,Not found,"Launched in 2009, Procedia Computer Science is an electronic product focusing entirely on publishing high quality conference proceedings. Procedia Computer Science enables fast dissemination so conference delegates can publish their papers in a dedicated online issue on ScienceDirect, which is then made freely available worldwide."
geams2023,arXiv preprint arXiv:2311.05937,Journal,Not found,Not found,Not found,Not found,Not found
imure2024,International Journal of General Systems,Journal,Computer Science Applications,United Kingdom,1974-2025,Not found,"International Journal of General Systems is a periodical devoted primarily to the publication of original research contributions to system science, basic as well as applied. However, relevant survey articles, invited book reviews, bibliographies, and letters to the editor are also published.

The principal aim of the journal is to promote original systems ideas (concepts, principles, methods, theoretical or experimental results, etc.) that are broadly applicable to various kinds of systems. The term “general system” in the name of the journal is intended to indicate this aim–the orientation to systems ideas that have a general applicability. Typical subject areas covered by the journal include: uncertainty and randomness; fuzziness and imprecision; information; complexity; inductive and deductive reasoning about systems; learning; systems analysis and design; and theoretical as well as experimental knowledge regarding various categories of systems. Submitted research must be well presented and must clearly state the contribution and novelty. Manuscripts dealing with particular kinds of systems which lack general applicability across a broad range of systems should be sent to journals specializing in the respective topics."
inmks2024,ACM Transactions on the Web,Journal,Computer Networks and Communications,United States,2007-2024,Not found,"Transactions on the Web (TWEB) is a journal publishing refereed articles reporting the results of research on Web content, applications, use, and related enabling technologies. Topics in the scope of TWEB include but are not limited to the following: Browsers and Web Interfaces; Electronic Commerce; Electronic Publishing; Hypertext and Hypermedia; Semantic Web; Web Engineering; Web Services; and Service-Oriented Computing XML.

In addition, papers addressing the intersection of the following broader technologies with the Web are also in scope: Accessibility; Business Services Education; Knowledge Management and Representation; Mobility and pervasive computing; Performance and scalability; Recommender systems; Searching, Indexing, Classification, Retrieval and Querying, Data Mining and Analysis; Security and Privacy; and User Interfaces.

Papers discussing specific Web technologies, applications, content generation and management and use are within scope. Also, papers describing novel applications of the web as well as papers on the underlying technologies are welcome."
